co_localite_pj|co_localite_insse|co_localite_insee_pj|lib_commune|principale
06536000|65360|65360|Peyrouse|1
06536100|65361|65361|Peyrun|1
06536150|65017|06536150|Piau Engaly|0
06536200|65362|65362|Pierrefitte Nestalas|1
06536300|65363|65363|Pinas|1
06536400|65364|65364|Pintac|1
06536500|65000|06536500|Pouchergues|0
06536600|65366|65366|Poueyferré|1
06536700|65367|65367|Poumarous|1
06536800|65368|65368|Pouy|1
06536900|65369|65369|Pouyastruc|1
06537000|65370|65370|Pouzac|1
06537100|65371|65371|Préchac|1
06537200|65372|65372|Pujo|1
06537300|65373|65373|Puntous|1
06537400|65374|65374|Puydarrieux|1
06537500|65375|65375|Rabastens de Bigorre|1
06537550|65218|06537550|Rebouc|0
06537600|65376|65376|Recurt|1
06537700|65377|65377|Réjaumont|1
06537800|65378|65378|Ricaud|1
06537900|65379|65379|Ris|1
06538000|65380|65380|Sabalos|1
06538100|65381|65381|Sabarros|1
06538200|65382|65382|Sacoué|1
06538300|65383|65383|Sadournin|1
06538400|65384|65384|Sailhan|1
06538500|65385|65385|Saint Arroman|1
06538600|65386|65386|Saint Créac|1
06538700|65387|65387|Saint Lanne|1
06538800|65388|65388|Saint Lary Soulan|1
06538900|65389|65389|Saint Laurent de Neste|1
06539000|65390|65390|Saint Lézer|1
06539100|65391|65391|Sainte Marie|1
06539150|65000|06539150|Sainte Marie de Campan|0
06539200|65392|65392|Saint Martin|1
06539300|65393|65393|Saint Pastous|1
06539400|65394|65394|Saint Paul|1
06539500|65395|65395|Saint Pé de Bigorre|1
06539550|65000|06539550|Saint Sauveur les Bains|0
06539600|65396|65396|Saint Savin|1
06539700|65397|65397|Saint Sever de Rustan|1
06539800|65398|65398|Saléchan|1
06539900|65399|65399|Saligos|1
06540000|65400|65400|Salles|1
06540100|65401|65401|Salles Adour|1
06540200|65402|65402|Samuran|1
06540300|65403|65403|Sanous|1
06540400|65404|65404|Sariac Magnoac|1
06540500|65405|65405|Sarlabous|1
06540600|65406|65406|Sarniguet|1
06540700|65407|65407|Sarp|1
06540800|65408|65408|Sarrancolin|1
06540900|65409|65409|Sarriac Bigorre|1
06541000|65410|65410|Sarrouilles|1
06541100|65411|65411|Sassis|1
06541200|65412|65412|Sauveterre|1
06541300|65413|65413|Sazos|1
06541400|65414|65414|Ségalas|1
06541500|65415|65415|Ségus|1
06541600|65416|65416|Seich|1
06541700|65417|65417|Séméac|1
06541750|65000|06541750|Séméac Village|0
06541800|65418|65418|Sénac|1
06541900|65419|65419|Sentous|1
06541950|65000|06541950|La Séoube|0
06542000|65420|65420|Sère en Lavedan|1
06542100|65421|65421|Sère Lanso|1
06542200|65423|65423|Sère Rustaing|1
06542300|65422|65422|Séron|1
06542400|65424|65424|Sers|1
06542500|65425|65425|Siarrouy|1
06542600|65426|65426|Sinzos|1
06542700|65427|65427|Siradan|1
06542800|65428|65428|Sireix|1
06542900|65429|65429|Sombrun|1
06543000|65430|65430|Soréac|1
06543100|65431|65431|Sost|1
06543200|65432|65432|Soublecause|1
06543300|65433|65433|Soues|1
06543350|65059|06543350|Soulagnets|0
06543400|65000|06543400|Soulan|0
06543500|65435|65435|Soulom|1
06543600|65436|65436|Souyeaux|1
06543700|65437|65437|Tajan|1
06543800|65438|65438|Talazac|1
06543900|65439|65439|Tarasteix|1
06544000|65440|65440|Tarbes|1
06544100|65441|65441|Thèbe|1
06544200|65442|65442|Thermes Magnoac|1
06544300|65443|65443|Thuy|1
06544400|65444|65444|Tibiran Jaunac|1
06544500|65445|65445|Tilhouse|1
06544600|65446|65446|Tostat|1
06544700|65447|65447|Tournay|1
06544800|65448|65448|Tournous Darré|1
06544900|65449|65449|Tournous Devant|1
06545000|65450|65450|Tramezaïgues|1
06545100|65451|65451|Trébons|1
06545200|65452|65452|Trie sur Baïse|1
06545300|65453|65453|Troubat|1
06545400|65454|65454|Trouley Labarthe|1
06545500|65455|65455|Tuzaguet|1
06545600|65456|65456|Uglas|1
06545700|65457|65457|Ugnouas|1
06545800|65458|65458|Uz|1
06545900|65459|65459|Uzer|1
06545950|65195|06545950|Val Louron|0
06546000|65460|65460|Vic en Bigorre|1
06546100|65461|65461|Vidou|1
06546200|65462|65462|Vidouze|1
06546300|65463|65463|Viella|1
06546400|65464|65464|Vielle Adour|1
06546500|65465|65465|Vielle Aure|1
06546600|65466|65466|Vielle Louron|1
06546700|65467|65467|Vier Bordes|1
06546800|65468|65468|Vieuzos|1
06546900|65469|65469|Viey|1
06547000|65470|65470|Viger|1
06547100|65471|65471|Vignec|1
06547200|65472|65472|Villefranque|1
06547300|65473|65473|Villelongue|1
06547400|65474|65474|Villembits|1
06547500|65475|65475|Villemur|1
06547600|65476|65476|Villenave près Béarn|1
06547700|65477|65477|Villenave près Marsac|1
06547800|65478|65478|Viscos|1
06547900|65479|65479|Visker|1
06548000|65480|65480|Vizos|1
06600100|66001|66001|L'Albère|1
06600200|66002|66002|Alénya|1
06600300|66003|66003|Amélie les Bains Palalda|1
06600400|66004|66004|Les Angles|1
06600500|66005|66005|Angoustrine Villeneuve des Escaldes|1
06600600|66006|66006|Ansignan|1
06600700|66007|66007|Arboussols|1
06600775|66000|06600775|Argelès Plage|0
06600800|66008|66008|Argelès sur Mer|1
06600900|66009|66009|Arles sur Tech|1
06601000|66010|66010|Ayguatebia Talau|1
06601100|66011|66011|Bages|1
06601200|66012|66012|Baho|1
06601300|66013|66013|Baillestavy|1
06601400|66014|66014|Baixas|1
06601500|66015|66015|Banyuls dels Aspres|1
06601600|66016|66016|Banyuls sur Mer|1
06601700|66017|66017|Le Barcarès|1
06601800|66018|66018|La Bastide|1
06601900|66019|66019|Bélesta|1
06602000|66020|66020|Bolquère|1
06602100|66021|66021|Bompas|1
06602200|66022|66022|Boule d'Amont|1
06602300|66023|66023|Bouleternère|1
06602400|66024|66024|Le Boulou|1
06602500|66025|66025|Bourg-Madame|1
06602600|66026|66026|Brouilla|1
06602700|66027|66027|La Cabanasse|1
06602800|66028|66028|Cabestany|1
06602900|66029|66029|Caixas|1
06603000|66030|66030|Calce|1
06603100|66025|06603100|Caldégas|0
06603200|66032|66032|Calmeilles|1
06603300|66033|66033|Camélas|1
06603400|66034|66034|Campôme|1
06603500|66035|66035|Campoussy|1
06603550|66000|06603550|Can Partere|0
06603600|66036|66036|Canaveilles|1
06603650|66037|66037|Canet en Roussillon|1
06603800|66038|66038|Canohès|1
06603900|66039|66039|Caramany|1
06603950|66000|06603950|Carol|0
06604000|66040|66040|Casefabre|1
06604100|66041|66041|Cases de Pène|1
06604200|66042|66042|Cassagnes|1
06604300|66043|66043|Casteil|1
06604400|66044|66044|Castelnou|1
06604500|66045|66045|Catllar|1
06604550|66047|66047|Caudiès|1
06604600|66046|66046|Caudiès de Fenouillèdes|1
06604800|66048|66048|Cerbère|1
06604900|66049|66049|Céret|1
06604950|66000|06604950|Chalet du Canigou|0
06605000|66050|66050|Claira|1
06605100|66051|66051|Clara|1
06605150|66063|66063|Les Cluses|1
06605200|66052|66052|Codalet|1
06605300|66053|66053|Collioure|1
06605400|66054|66054|Conat|1
06605500|66055|66055|Corbère|1
06605600|66056|66056|Corbère les Cabanes|1
06605700|66057|66057|Corneilla de Conflent|1
06605900|66059|66059|Corneilla del Vercol|1
06605950|66058|66058|Corneilla la Rivière|1
06606000|66060|66060|Corsavy|1
06606100|66061|66061|Coustouges|1
06606200|66062|66062|Dorres|1
06606300|66000|06606300|L'Ecluse|0
06606400|66064|66064|Egat|1
06606500|66065|66065|Elne|1
06606600|66066|66066|Enveitg|1
06606700|66067|66067|Err|1
06606750|66000|06606750|Escaldes|0
06606800|66068|66068|Escaro|1
06606850|66070|66070|Espira de Conflent|1
06606900|66069|66069|Espira de l'Agly|1
06607000|66000|06607000|Espousouille|0
06607100|66071|66071|Estagel|1
06607200|66072|66072|Estavar|1
06607300|66073|66073|Estoher|1
06607400|66074|66074|Eus|1
06607450|66000|06607450|Evol|0
06607500|66075|66075|Eyne|1
06607600|66076|66076|Felluns|1
06607700|66077|66077|Fenouillet|1
06607750|66000|06607750|Fetges|0
06607800|66078|66078|Fillols|1
06607900|66079|66079|Finestret|1
06608100|66124|66124|Font Romeu Odeillo Via|1
06608150|66080|66080|Fontpédrouse|1
06608170|66081|66081|Fontrabiouse|1
06608190|66179|06608190|Forge del Mitg|0
06608200|66082|66082|Formiguères|1
06608300|66083|66083|Fosse|1
06608400|66084|66084|Fourques|1
06608500|66085|66085|Fuilla|1
06608600|66086|66086|Glorianes|1
06608700|66000|06608700|Las Illas|0
06608800|66088|66088|Ille sur Têt|1
06608900|66089|66089|Joch|1
06609000|66090|66090|Jujols|1
06609100|66091|66091|Lamanère|1
06609200|66092|66092|Lansac|1
06609300|66093|66093|Laroque des Albères|1
06609400|66094|66094|Latour Bas Elne|1
06609500|66095|66095|Latour de Carol|1
06609600|66096|66096|Latour de France|1
06609650|66000|06609650|Lavail|0
06609700|66097|66097|Lesquerde|1
06609800|66098|66098|La Llagonne|1
06609850|66000|06609850|Llar|0
06609900|66099|66099|Llauro|1
06610000|66100|66100|Llo|1
06610100|66101|66101|Llupia|1
06610200|66102|66102|Mantet|1
06610250|66000|06610250|Marcevol|0
06610300|66103|66103|Marquixanes|1
06610400|66104|66104|Los Masos|1
06610500|66105|66105|Matemale|1
06610600|66106|66106|Maureillas Las Illas|1
06610700|66107|66107|Maury|1
06610800|66108|66108|Millas|1
06610900|66109|66109|Molitg les Bains|1
06610950|66117|66117|Mont Louis|1
06610975|66000|06610975|Montalba d'Amélie|0
06611100|66111|66111|Montalba le Château|1
06611200|66112|66112|Montauriol|1
06611300|66113|66113|Montbolo|1
06611400|66114|66114|Montescot|1
06611500|66115|66115|Montesquieu|1
06611600|66116|66116|Montferrer|1
06611800|66118|66118|Montner|1
06611850|66000|06611850|Montpins|0
06611900|66119|66119|Mosset|1
06612000|66120|66120|Nahuja|1
06612100|66121|66121|Néfiach|1
06612200|66122|66122|Nohèdes|1
06612300|66123|66123|Nyer|1
06612350|66210|06612350|Nyls|0
06612400|66000|06612400|Odeillo Via|0
06612500|66125|66125|Olette|1
06612600|66126|66126|Oms|1
06612700|66127|66127|Opoul Périllos|1
06612800|66128|66128|Oreilla|1
06612900|66129|66129|Ortaffa|1
06613000|66130|66130|Osséja|1
06613100|66000|06613100|Palalda|0
06613200|66132|66132|Palau de Cerdagne|1
06613300|66133|66133|Palau del Vidre|1
06613350|66147|06613350|Le Pas de la Case|0
06613400|66134|66134|Passa|1
06613600|66136|66136|Perpignan|1
06613700|66137|66137|Le Perthus|1
06613800|66138|66138|Peyrestortes|1
06613900|66139|66139|Pézilla de Conflent|1
06614000|66140|66140|Pézilla la Rivière|1
06614100|66141|66141|Pia|1
06614200|66142|66142|Planès|1
06614300|66143|66143|Planèzes|1
06614400|66144|66144|Pollestres|1
06614450|66000|06614450|Pont de Reynes|0
06614500|66145|66145|Ponteilla|1
06614800|66148|66148|Port Vendres|1
06614850|66146|66146|Porta|1
06614870|66147|66147|Porté-Puymorens|1
06614900|66149|66149|Prades|1
06614950|66000|06614950|Prats Balaguer|0
06615000|66150|66150|Prats-de-Mollo-la-Preste|1
06615012|66151|66151|Prats de Sournia|1
06615100|66150|06615100|La Preste|0
06615200|66152|66152|Prugnanes|1
06615300|66153|66153|Prunet et Belpuig|1
06615400|66154|66154|Puyvalador|1
06615500|66155|66155|Py|1
06615550|66000|06615550|Pyrénées 2000|0
06615600|66156|66156|Rabouillet|1
06615700|66157|66157|Railleu|1
06615800|66158|66158|Rasiguères|1
06615900|66159|66159|Réal|1
06616000|66160|66160|Reynès|1
06616100|66161|66161|Ria Sirach|1
06616150|66000|06616150|Rieutort|0
06616200|66162|66162|Rigarda|1
06616300|66000|06616300|Riunoguès|0
06616400|66164|66164|Rivesaltes|1
06616500|66165|66165|Rodès|1
06616600|66166|66166|Sahorre|1
06616700|66167|66167|Saillagouse|1
06616800|66168|66168|Saint André|1
06616900|66169|66169|Saint Arnac|1
06617000|66170|66170|Sainte Colombe de la Commanderie|1
06617100|66171|66171|Saint Cyprien|1
06617106|66000|06617106|Saint Cyprien Plage|0
06617200|66172|66172|Saint Estève|1
06617300|66173|66173|Saint Féliu d'Amont|1
06617400|66174|66174|Saint Féliu d'Avall|1
06617500|66175|66175|Saint Génis des Fontaines|1
06617600|66176|66176|Saint Hippolyte|1
06617700|66177|66177|Saint Jean Lasseille|1
06617800|66178|66178|Saint Jean Pla de Corts|1
06617900|66179|66179|Saint-Laurent-de-Cerdans|1
06618000|66180|66180|Saint Laurent de la Salanque|1
06618100|66181|66181|Sainte Léocadie|1
06618200|66182|66182|Sainte Marie|1
06618300|66183|66183|Saint Marsal|1
06618400|66184|66184|Saint Martin|1
06618500|66185|66185|Saint Michel de Llotes|1
06618600|66186|66186|Saint Nazaire|1
06618700|66187|66187|Saint Paul de Fenouillet|1
06618718|66188|66188|Saint Pierre dels Forcats|1
06618750|66000|06618750|Saint Sauveur|0
06618800|66080|06618800|Saint Thomas|0
06618900|66189|66189|Saleilles|1
06619000|66190|66190|Salses le Château|1
06619100|66191|66191|Sansa|1
06619200|66192|66192|Sauto|1
06619300|66193|66193|Serdinya|1
06619400|66194|66194|Serralongue|1
06619500|66195|66195|Le Soler|1
06619600|66196|66196|Sorède|1
06619700|66197|66197|Souanyas|1
06619800|66198|66198|Sournia|1
06619900|66199|66199|Taillet|1
06620000|66000|06620000|Talau|0
06620100|66201|66201|Tarerach|1
06620200|66202|66202|Targasonne|1
06620300|66203|66203|Taulis|1
06620400|66204|66204|Taurinya|1
06620500|66205|66205|Tautavel|1
06620600|66206|66206|Le Tech|1
06620700|66207|66207|Terrats|1
06620800|66208|66208|Théza|1
06620900|66209|66209|Thuès Entre Valls|1
06621000|66210|66210|Thuir|1
06621100|66211|66211|Tordères|1
06621200|66212|66212|Torreilles|1
06621300|66213|66213|Toulouges|1
06621400|66214|66214|Tresserre|1
06621500|66215|66215|Trévillach|1
06621600|66216|66216|Trilla|1
06621700|66217|66217|Trouillas|1
06621800|66218|66218|Ur|1
06621900|66219|66219|Urbanya|1
06622000|66220|66220|Valcebollère|1
06622100|66221|66221|Valmanya|1
06622200|66222|66222|Vernet les Bains|1
06622250|66000|06622250|Via|0
06622300|66223|66223|Villefranche de Conflent|1
06622400|66224|66224|Villelongue de la Salanque|1
06622500|66225|66225|Villelongue dels Monts|1
06622600|66226|66226|Villemolaque|1
06622700|66227|66227|Villeneuve de la Raho|1
06622800|66228|66228|Villeneuve de la Rivière|1
06622900|66000|06622900|Villeneuve des Escaldes|0
06622920|66000|06622920|Villeneuve les Formigueres|0
06622970|66000|06622970|Villerach|0
06623000|66230|66230|Vinça|1
06623100|66231|66231|Vingrau|1
06623200|66232|66232|Vira|1
06623300|66233|66233|Vivès|1
06623400|66234|66234|Le Vivier|1
06700100|67001|67001|Achenheim|1
06700200|67002|67002|Adamswiller|1
06700300|67003|67003|Albé|1
06700400|67004|67004|Allenwiller|1
06700500|67005|67005|Alteckendorf|1
06700600|67006|67006|Altenheim|1
06700700|67000|06700700|Altenstadt|0
06700800|67008|67008|Altorf|1
06700900|67009|67009|Altwiller|1
06701000|67010|67010|Andlau|1
06701100|67011|67011|Artolsheim|1
06701200|67012|67012|Aschbach|1
06701300|67013|67013|Asswiller|1
06701400|67014|67014|Auenheim|1
06701500|67452|06701500|Avenheim|0
06701600|67016|67016|Avolsheim|1
06701700|67017|67017|Baerendorf|1
06701800|67018|67018|Balbronn|1
06701900|67019|67019|Baldenheim|1
06701950|67000|06701950|Le Ban de la Roche|0
06702000|67020|67020|Barembach|1
06702100|67021|67021|Barr|1
06702200|67022|67022|Bassemberg|1
06702300|67023|67023|Batzendorf|1
06702400|67495|06702400|Behlenheim|0
06702500|67025|67025|Beinheim|1
06702600|67026|67026|Bellefosse|1
06702700|67027|67027|Belmont|1
06702800|67028|67028|Benfeld|1
06702900|67029|67029|Berg|1
06703000|67030|67030|Bergbieten|1
06703100|67031|67031|Bernardswiller|1
06703200|67032|67032|Bernardvillé|1
06703300|67033|67033|Bernolsheim|1
06703400|67034|67034|Berstett|1
06703500|67035|67035|Berstheim|1
06703536|67339|67339|Betschdorf|1
06703600|67036|67036|Bettwiller|1
06703700|67037|67037|Biblisheim|1
06703800|67038|67038|Bietlenheim|1
06703900|67039|67039|Bilwisheim|1
06704000|67040|67040|Bindernheim|1
06704100|67041|67041|Birkenwald|1
06704200|67000|06704200|Birlenbach|0
06704300|67043|67043|Bischheim|1
06704400|67044|67044|Bischholtz|1
06704500|67045|67045|Bischoffsheim|1
06704536|67435|06704536|Bischtroff sur Sarre|0
06704600|67046|67046|Bischwiller|1
06704700|67047|67047|Bissert|1
06704800|67048|67048|Bitschhoffen|1
06704900|67049|67049|Blaesheim|1
06705000|67050|67050|Blancherupt|1
06705100|67051|67051|Blienschwiller|1
06705200|67052|67052|Boersch|1
06705300|67053|67053|Boesenbiesen|1
06705400|67054|67054|Bolsenheim|1
06705500|67055|67055|Boofzheim|1
06705600|67056|67056|Bootzheim|1
06705700|67057|67057|Bosselshausen|1
06705800|67058|67058|Bossendorf|1
06705900|67059|67059|Bourg Bruche|1
06706000|67060|67060|Bourgheim|1
06706100|67061|67061|Bouxwiller|1
06706200|67062|67062|Breitenau|1
06706300|67063|67063|Breitenbach|1
06706400|67074|06706400|Bremmelbach|0
06706500|67065|67065|Breuschwickersheim|1
06706600|67066|67066|La Broque|1
06706700|67067|67067|Brumath|1
06706900|67069|67069|Buhl|1
06707000|67070|67070|Burbach|1
06707100|67071|67071|Bust|1
06707112|67068|67068|Buswiller|1
06707124|67072|67072|Butten|1
06707200|67000|06707200|Le Champ du Feu|0
06707250|67000|06707250|Champenay|0
06707260|67000|06707260|La Charbonnière|0
06707300|67073|67073|Châtenois|1
06707350|67066|06707350|La Claquette|0
06707400|67074|67074|Cleebourg|1
06707500|67075|67075|Climbach|1
06707550|67000|06707550|Climont|0
06707600|67076|67076|Colroy la Roche|1
06707700|67077|67077|Cosswiller|1
06707800|67078|67078|Crastatt|1
06707900|67079|67079|Croettwiller|1
06708000|67080|67080|Dachstein|1
06708100|67081|67081|Dahlenheim|1
06708200|67082|67082|Dalhunden|1
06708300|67083|67083|Dambach|1
06708400|67084|67084|Dambach la Ville|1
06708500|67085|67085|Dangolsheim|1
06708600|67086|67086|Daubensand|1
06708700|67087|67087|Dauendorf|1
06708800|67088|67088|Dehlingen|1
06708900|67089|67089|Dettwiller|1
06709000|67090|67090|Diebolsheim|1
06709100|67091|67091|Diedendorf|1
06709200|67092|67092|Dieffenbach au Val|1
06709300|67093|67093|Dieffenbach lès Woerth|1
06709400|67094|67094|Dieffenthal|1
06709500|67095|67095|Diemeringen|1
06709600|67096|67096|Dimbsthal|1
06709700|67097|67097|Dingsheim|1
06709800|67098|67098|Dinsheim sur Bruche|1
06709900|67099|67099|Domfessel|1
06710000|67100|67100|Donnenheim|1
06710018|67000|06710018|Donon|0
06710100|67101|67101|Dorlisheim|1
06710200|67102|67102|Dossenheim Kochersberg|1
06710300|67103|67103|Dossenheim sur Zinsel|1
06710400|67104|67104|Drachenbronn Birlenbach|1
06710500|67105|67105|Drulingen|1
06710600|67106|67106|Drusenheim|1
06710700|67107|67107|Duntzenheim|1
06710800|67108|67108|Duppigheim|1
06710900|67109|67109|Durningen|1
06711000|67110|67110|Durrenbach|1
06711100|67111|67111|Durstel|1
06711200|67112|67112|Duttlenheim|1
06711300|67113|67113|Eberbach Seltz|1
06711400|67176|06711400|Eberbach Woerth|0
06711500|67115|67115|Ebersheim|1
06711600|67116|67116|Ebersmunster|1
06711700|67117|67117|Eckartswiller|1
06711800|67118|67118|Eckbolsheim|1
06711900|67119|67119|Eckwersheim|1
06711950|67000|06711950|Ehnwihr|0
06712000|67120|67120|Eichhoffen|1
06712100|67121|67121|Elsenheim|1
06712200|67000|06712200|Engenthal|0
06712300|67123|67123|Engwiller|1
06712400|67124|67124|Entzheim|1
06712500|67125|67125|Epfig|1
06712600|67126|67126|Erckartswiller|1
06712700|67127|67127|Ergersheim|1
06712800|67128|67128|Ernolsheim Bruche|1
06712900|67129|67129|Ernolsheim lès Saverne|1
06713000|67130|67130|Erstein|1
06713100|67131|67131|Eschau|1
06713200|67132|67132|Eschbach|1
06713300|67133|67133|Eschbourg|1
06713400|67134|67134|Eschwiller|1
06713500|67135|67135|Ettendorf|1
06713600|67136|67136|Eywiller|1
06713700|67137|67137|Fegersheim|1
06713800|67138|67138|Fessenheim le Bas|1
06713900|67139|67139|Flexbourg|1
06714000|67140|67140|Forstfeld|1
06714100|67141|67141|Forstheim|1
06714200|67142|67142|Fort Louis|1
06714300|67143|67143|Fouchy|1
06714400|67144|67144|Fouday|1
06714450|67066|06714450|Freconrupt|0
06714500|67000|06714500|Freudeneck|0
06714542|67145|67145|Friedolsheim|1
06714600|67146|67146|Friesenheim|1
06714700|67147|67147|Froeschwiller|1
06714800|67148|67148|Frohmuhl|1
06714900|67149|67149|Furchhausen|1
06715000|67150|67150|Furdenheim|1
06715100|67151|67151|Gambsheim|1
06715150|67000|06715150|Gebolsheim|0
06715200|67152|67152|Geispolsheim|1
06715250|67000|06715250|Geispolsheim Gare|0
06715300|67153|67153|Geiswiller|1
06715400|67154|67154|Gerstheim|1
06715500|67155|67155|Gertwiller|1
06715600|67156|67156|Geudertheim|1
06715700|67034|06715700|Gimbrett|0
06715800|67158|67158|Gingsheim|1
06715900|67159|67159|Goerlingen|1
06716000|67160|67160|Goersdorf|1
06716100|67161|67161|Gottenhouse|1
06716200|67162|67162|Gottesheim|1
06716300|67163|67163|Gougenheim|1
06716400|67164|67164|Goxwiller|1
06716450|67000|06716450|Graffenstaden|0
06716500|67165|67165|Grandfontaine|1
06716533|67166|67166|Grassendorf|1
06716600|67133|06716600|Graufthal|0
06716700|67167|67167|Grendelbruch|1
06716800|67168|67168|Gresswiller|1
06716900|67169|67169|Gries|1
06717000|67176|06717000|Griesbach|0
06717100|67061|06717100|Griesbach le Bastberg|0
06717200|67172|67172|Griesheim près Molsheim|1
06717300|67173|67173|Griesheim sur Souffel|1
06717400|67174|67174|Gumbrechtshoffen|1
06717600|67176|67176|Gundershoffen|1
06717800|67178|67178|Gungwiller|1
06717850|67177|67177|Gunstett|1
06717900|67179|67179|Haegen|1
06718000|67180|67180|Haguenau|1
06718100|67181|67181|Handschuheim|1
06718200|67182|67182|Hangenbieten|1
06718300|67183|67183|Harskirchen|1
06718318|67180|06718318|Harthouse|0
06718400|67184|67184|Hatten|1
06718500|67185|67185|Hattmatt|1
06718600|67000|06718600|Haut Koenigsbourg|0
06718654|67186|67186|Hegeney|1
06718700|67187|67187|Heidolsheim|1
06718800|67188|67188|Heiligenberg|1
06718900|67189|67189|Heiligenstein|1
06719000|67190|67190|Hengwiller|1
06719100|67191|67191|Herbitzheim|1
06719200|67192|67192|Herbsheim|1
06719300|67206|06719300|Hermerswiller|0
06719400|67194|67194|Herrlisheim|1
06719500|67543|06719500|Hersbach|0
06719518|67195|67195|Hessenheim|1
06719600|67196|67196|Hilsenheim|1
06719700|67197|67197|Hindisheim|1
06719800|67198|67198|Hinsbourg|1
06719900|67199|67199|Hinsingen|1
06719950|67000|06719950|Hinterfeld|0
06720000|67200|67200|Hipsheim|1
06720100|67201|67201|Hirschland|1
06720200|67202|67202|Hochfelden|1
06720300|67203|67203|Hochstett|1
06720350|67000|06720350|Hoelschloch|0
06720400|67204|67204|Hoenheim|1
06720500|67205|67205|Hoerdt|1
06720600|67206|67206|Hoffen|1
06720700|67207|67207|Hohatzenheim|1
06720800|67208|67208|Hohengoeft|1
06720900|67209|67209|Hohfrankenheim|1
06721000|67210|67210|Le Hohwald|1
06721100|67000|06721100|Hohwarth|0
06721115|67474|06721115|Hohwiller|0
06721200|67212|67212|Holtzheim|1
06721300|67213|67213|Hunspach|1
06721400|67214|67214|Hurtigheim|1
06721500|67215|67215|Huttendorf|1
06721600|67216|67216|Huttenheim|1
06721700|67217|67217|Ichtratzheim|1
06721800|67218|67218|Illkirch Graffenstaden|1
06721900|67061|06721900|Imbsheim|0
06721950|67000|06721950|Ingelshof|0
06722000|67220|67220|Ingenheim|1
06722100|67221|67221|Ingolsheim|1
06722200|67222|67222|Ingwiller|1
06722300|67223|67223|Innenheim|1
06722400|67442|06722400|Irmstett|0
06722500|67225|67225|Issenhausen|1
06722600|67226|67226|Ittenheim|1
06722700|67227|67227|Itterswiller|1
06722715|67228|06722715|Ittlenheim|0
06722800|67000|06722800|Jaegerthal|0
06722900|67229|67229|Jetterswiller|1
06722950|67000|06722950|Kaidenbourg|0
06723000|67230|67230|Kaltenhouse|1
06723100|67231|67231|Kauffenheim|1
06723200|67232|67232|Keffenach|1
06723250|67000|06723250|Keffendorf|0
06723300|67233|67233|Kertzfeld|1
06723400|67234|67234|Keskastel|1
06723500|67235|67235|Kesseldorf|1
06723600|67236|67236|Kienheim|1
06723700|67237|67237|Kilstett|1
06723800|67238|67238|Kindwiller|1
06723900|67239|67239|Kintzheim|1
06724000|67240|67240|Kirchheim|1
06724100|67241|67241|Kirrberg|1
06724200|67242|67242|Kirrwiller|1
06724250|67000|06724250|Kirrwiller Bosselshausen|0
06724300|67452|06724300|Kleinfrankenheim|0
06724315|67244|67244|Kleingoeft|1
06724400|67052|06724400|Klingenthal|0
06724500|67245|67245|Knoersheim|1
06724550|67000|06724550|Koenigsbruck|0
06724600|67246|67246|Kogenheim|1
06724700|67247|67247|Kolbsheim|1
06724748|67000|06724748|Krafft|0
06724800|67248|67248|Krautergersheim|1
06724900|67249|67249|Krautwiller|1
06725000|67250|67250|Kriegsheim|1
06725050|67000|06725050|Kronthal|0
06725100|67000|06725100|Kuhlendorf|0
06725200|67252|67252|Kurtzenhouse|1
06725300|67253|67253|Kuttolsheim|1
06725400|67254|67254|Kutzenhausen|1
06725500|67000|06725500|Labroque|0
06725548|67255|67255|Lalaye|1
06725600|67256|67256|Lampertheim|1
06725700|67257|67257|Lampertsloch|1
06725800|67258|67258|Landersheim|1
06725900|67259|67259|Langensoultzbach|1
06726000|67260|67260|Laubach|1
06726100|67261|67261|Lauterbourg|1
06726200|67000|06726200|Leiterswiller|0
06726300|67263|67263|Lembach|1
06726400|67264|67264|Leutenheim|1
06726500|67265|67265|Lichtenberg|1
06726550|67000|06726550|Liebfrauenthal|0
06726600|67266|67266|Limersheim|1
06726700|67267|67267|Lingolsheim|1
06726800|67268|67268|Lipsheim|1
06726900|67269|67269|Littenheim|1
06727000|67270|67270|Lixhausen|1
06727100|67271|67271|Lobsann|1
06727200|67272|67272|Lochwiller|1
06727300|67273|67273|Lohr|1
06727400|67274|67274|Lorentzen|1
06727500|67275|67275|Lupstein|1
06727600|67276|67276|Lutzelhouse|1
06727700|67277|67277|Mackenheim|1
06727800|67278|67278|Mackwiller|1
06727818|67279|67279|Maennolsheim|1
06727900|67280|67280|Maisonsgoutte|1
06728000|67281|67281|Marckolsheim|1
06728100|67180|06728100|Marienthal|0
06728200|67282|67282|Marlenheim|1
06728300|67283|67283|Marmoutier|1
06728400|67263|06728400|Mattstall|0
06728500|67285|67285|Matzenheim|1
06728600|67286|67286|Meistratzheim|1
06728700|67287|67287|Melsheim|1
06728800|67288|67288|Memmelshoffen|1
06728900|67289|67289|Menchhoffen|1
06729000|67290|67290|Merkwiller Pechelbronn|1
06729100|67291|67291|Mertzwiller|1
06729200|67292|67292|Mietesheim|1
06729300|67293|67293|Minversheim|1
06729400|67160|06729400|Mitschdorf|0
06729500|67295|67295|Mittelbergheim|1
06729600|67296|67296|Mittelhausbergen|1
06729700|67297|67297|Mittelhausen|1
06729800|67298|67298|Mittelschaeffolsheim|1
06729848|67000|06729848|Modern|0
06729900|67299|67299|Mollkirch|1
